סבב בחירות,שם ישוב,סמל ישוב,סמל קלפי,בזב,מצביעים,כשרים,פסולים,אמת,ג,ד,ה,ו,ז,זה,זך,חץ,טב,יש,כ,כן,כץ,ל,מחל,מרצ,נץ,עם,פ,פז,פכ,פץ,ף,צה,ק,קז,קנ,קפ,רק,שס
2006,ירושלים,3000,7530,678,463,460,3,31,5,0,0,0,0,1,18,2,87,1,4,71,0,63,89,12,0,0,4,0,0,0,0,0,0,0,7,0,4,61
2006,ירושלים,3000,7540,535,369,369,0,27,5,2,0,0,0,0,20,1,87,0,7,63,0,18,96,5,0,0,2,0,0,0,0,0,0,0,3,0,3,30
2006,ירושלים,3000,7550,716,461,456,5,49,5,0,0,0,0,0,36,0,46,1,7,102,0,57,75,11,0,0,4,0,0,0,0,0,0,0,6,0,9,48
2006,ירושלים,3000,7560,529,372,370,2,29,5,0,0,0,0,1,29,0,26,0,2,105,0,45,66,16,0,0,0,1,0,0,0,0,0,0,7,1,6,31
2006,ירושלים,3000,7570,734,473,463,10,47,7,0,0,4,0,1,33,0,58,0,7,84,0,69,89,8,0,0,2,0,0,0,1,0,0,0,5,0,9,39
2006,ירושלים,3000,7580,773,474,467,7,30,1,0,0,0,0,0,29,0,46,0,11,91,0,117,74,5,0,0,2,0,0,0,1,0,0,0,3,0,5,52
2006,ירושלים,3000,7590,604,386,366,20,36,4,0,0,0,0,1,33,1,46,1,3,57,0,54,71,3,0,0,4,0,1,0,0,0,0,0,4,0,6,41
2006,ירושלים,3000,7600,563,362,352,10,14,5,0,0,0,0,4,8,1,11,0,3,28,0,125,54,9,0,0,0,0,0,0,0,1,0,0,3,0,6,80
2006,ירושלים,3000,7610,618,365,354,11,14,19,0,0,0,0,7,12,4,38,1,3,36,0,104,37,2,0,0,0,0,0,0,0,0,0,2,3,0,0,72
2006,ירושלים,3000,7620,542,421,420,1,0,259,0,0,0,0,0,0,0,11,0,10,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,135
2006,ירושלים,3000,7650,684,442,434,8,23,4,0,0,0,0,5,12,0,32,0,5,60,0,111,97,6,0,0,2,0,0,0,0,0,0,1,2,0,5,69
2006,ירושלים,3000,7710,597,443,441,2,4,224,0,0,0,0,0,9,0,19,0,10,17,0,14,15,1,0,0,0,0,1,0,0,0,0,0,2,0,0,125
2006,ירושלים,3000,7720,785,627,625,2,0,506,0,0,0,0,0,1,0,3,0,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
2006,ירושלים,3000,7730,700,494,484,10,45,89,0,0,0,0,6,31,3,31,1,14,63,0,28,65,17,0,0,3,1,0,0,0,0,0,1,3,0,4,79
2006,ירושלים,3000,7740,532,370,367,3,45,9,0,0,0,0,0,20,1,83,0,8,84,0,16,26,13,1,0,4,0,0,0,0,0,0,0,3,0,7,47
2006,ירושלים,3000,7750,741,608,603,5,1,497,0,0,0,0,0,1,0,10,0,14,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,71
2006,ירושלים,3000,7760,729,555,555,0,6,27,0,0,0,0,0,7,0,317,0,15,21,0,8,60,6,1,0,10,0,0,1,0,0,0,0,3,0,4,69
2006,ירושלים,3000,7770,660,479,471,8,10,173,1,0,1,0,0,8,0,20,0,7,34,0,71,23,2,0,0,0,0,0,0,0,0,1,0,0,1,2,117
2006,ירושלים,3000,7780,734,614,613,1,7,284,0,0,0,0,0,3,0,50,0,14,13,0,5,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,217
2006,ירושלים,3000,7790,624,514,512,2,0,354,0,0,0,0,0,0,0,2,0,8,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144
2006,ירושלים,3000,7800,623,452,447,5,65,15,0,0,1,0,0,21,1,70,0,6,75,0,28,45,14,0,0,4,0,0,0,0,0,0,0,7,0,9,86
2006,ירושלים,3000,7810,698,480,473,7,19,33,0,0,0,0,2,13,1,66,0,13,41,0,39,55,4,3,0,2,0,0,1,0,0,0,0,5,0,5,171
2006,ירושלים,3000,7820,598,444,444,0,70,7,0,1,1,0,0,23,2,81,1,7,69,0,14,69,25,1,0,12,0,1,1,0,0,1,0,14,0,11,33
2006,ירושלים,3000,7851,464,373,370,3,0,162,0,0,0,0,0,0,0,8,0,15,0,0,1,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,176
2006,ירושלים,3000,7852,385,293,293,0,2,157,0,0,0,0,0,0,0,14,0,23,4,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,88
2006,ירושלים,3000,7860,594,447,446,1,5,245,0,0,0,0,0,2,0,22,0,9,4,0,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,146
2006,ירושלים,3000,7870,787,601,597,4,26,45,0,0,0,0,0,17,0,167,0,18,71,0,19,99,11,0,0,8,0,0,0,0,0,0,0,8,0,3,105
2006,ירושלים,3000,7880,631,455,454,1,34,4,0,0,0,1,0,12,3,169,1,6,62,0,19,73,17,0,0,10,0,0,0,0,0,0,0,5,0,11,27
2006,ירושלים,3000,8011,473,413,409,4,1,236,0,0,0,0,0,0,0,4,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162
2006,ירושלים,3000,8012,368,292,289,3,0,206,0,0,0,0,0,0,0,2,0,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
2006,ירושלים,3000,8020,709,565,564,1,0,297,0,0,0,0,0,0,0,19,0,22,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219
2006,ירושלים,3000,8030,728,565,561,4,0,472,0,0,0,0,0,0,0,2,0,10,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
2006,ירושלים,3000,8041,445,373,369,4,3,225,0,0,0,0,0,0,0,6,0,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127
2006,ירושלים,3000,8042,358,283,282,1,0,210,0,0,0,0,0,1,0,6,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
2006,ירושלים,3000,8050,708,562,555,7,0,424,0,0,0,0,0,0,0,4,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112
2006,ירושלים,3000,8060,537,462,462,0,0,151,0,0,0,0,0,0,0,84,0,13,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,203
2006,ירושלים,3000,8071,448,388,385,3,1,232,0,0,0,0,0,0,0,2,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145
2006,ירושלים,3000,8072,396,346,344,2,1,210,0,0,0,0,0,1,0,2,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
2006,ירושלים,3000,8080,770,619,614,5,0,356,0,0,0,0,0,3,0,40,0,70,0,0,3,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,121
2006,ירושלים,3000,8200,765,436,421,15,40,8,1,0,0,0,1,21,1,54,0,10,72,0,71,45,11,0,1,2,0,0,0,0,0,0,1,4,0,5,73
2006,ירושלים,3000,8210,512,302,294,8,25,3,0,0,0,0,0,18,1,22,0,7,29,0,39,62,3,1,0,0,0,1,0,0,0,0,1,5,0,1,76
2006,ירושלים,3000,8230,763,536,532,4,93,1,0,0,1,0,0,51,2,40,1,2,121,1,55,75,24,0,0,1,0,0,0,0,0,2,0,8,0,10,44
2006,ירושלים,3000,8240,633,409,403,6,40,4,0,0,1,0,0,39,0,29,0,6,70,0,51,74,17,2,0,3,0,1,0,0,0,0,0,4,0,3,59
2006,ירושלים,3000,8260,479,296,293,3,59,1,0,0,0,0,0,17,1,26,1,2,57,0,36,58,6,0,0,0,0,0,0,0,0,0,0,1,0,2,26
2006,ירושלים,3000,8300,671,476,470,6,44,2,0,1,0,1,1,27,1,89,0,8,95,0,35,88,6,1,0,10,0,0,0,0,0,0,0,4,0,5,52
2006,ירושלים,3000,8500,474,396,395,1,11,6,0,0,0,0,0,11,0,203,0,17,29,0,10,47,2,1,0,2,0,0,0,0,0,0,0,1,0,0,55
2006,ירושלים,3000,8510,714,522,516,6,34,8,0,0,0,0,2,16,0,162,0,18,82,0,35,99,1,1,0,5,0,0,0,0,0,0,0,4,1,2,46
2006,ירושלים,3000,8520,501,397,395,2,21,2,0,0,0,0,0,26,0,149,0,10,50,0,11,81,1,2,0,0,0,1,0,0,0,0,0,3,0,0,38
2006,ירושלים,3000,9500,100,22,22,0,3,1,0,0,1,0,0,0,0,3,0,1,5,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2006,ירושלים,3000,9580,608,332,325,7,91,2,3,0,9,0,0,12,0,25,0,6,75,0,3,39,35,0,0,8,0,0,0,0,0,2,0,2,0,3,10
2006,ירושלים,3000,9590,746,538,533,5,38,7,0,0,0,0,0,35,1,180,0,14,66,1,39,72,7,0,0,1,0,0,0,0,0,1,1,1,0,2,67
2006,ירושלים,3000,9600,736,535,534,1,104,2,2,0,1,0,1,48,1,57,0,1,118,0,25,96,33,0,0,6,0,0,0,0,1,1,3,3,0,6,25
2006,ירושלים,3000,9640,617,451,447,4,50,1,0,0,0,0,0,35,1,26,0,9,139,0,21,105,16,0,0,4,0,0,0,0,0,0,1,5,0,12,22
2006,ירושלים,3000,9650,739,510,500,10,97,4,3,0,5,0,0,27,2,101,0,3,86,0,18,84,34,1,0,7,0,0,0,0,0,1,0,3,0,5,19
2006,ירושלים,3000,9660,157,23,23,0,0,0,0,0,0,0,0,0,0,10,0,0,7,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2006,ירושלים,3000,9670,302,197,195,2,31,3,0,0,0,0,0,18,0,9,0,1,68,0,7,20,18,0,0,2,0,0,0,0,0,0,0,1,0,9,8
2006,ירושלים,3000,9681,443,258,256,2,23,1,0,0,0,0,1,15,1,23,0,6,43,0,57,52,1,0,0,1,0,0,1,0,0,1,0,3,0,3,24
2006,ירושלים,3000,9682,377,216,212,4,14,1,0,0,0,1,0,9,3,22,1,1,45,0,43,29,2,0,0,1,0,0,0,0,0,1,0,5,0,2,32
2006,ירושלים,3000,9900,339,26,26,0,6,0,1,0,0,0,0,0,0,3,0,1,6,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2006,חברון,3400,10,266,225,225,0,0,0,0,0,0,0,0,0,0,132,0,80,3,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
2006,כפר עציון,3488,10,340,261,258,3,6,3,0,0,0,0,0,9,0,174,0,1,9,0,6,25,3,0,0,8,0,0,0,0,0,0,0,3,0,6,5
2006,נתיב הגדוד,3555,10,134,74,74,0,8,0,0,0,0,0,0,8,0,1,0,4,31,0,4,10,0,0,0,1,0,0,0,0,0,0,0,3,0,1,3
2006,אלמוג,3556,10,91,63,63,0,28,0,0,0,0,0,0,2,0,1,0,0,20,0,2,3,1,1,0,0,0,0,0,0,0,0,0,3,1,0,1
2006,קדומים,3557,10,603,514,513,1,3,1,0,0,0,0,0,1,0,409,0,19,7,0,16,45,0,2,0,0,0,0,0,0,0,0,0,1,0,0,9
2006,קדומים,3557,20,588,495,491,4,0,3,0,0,0,1,2,0,1,364,0,25,5,0,33,36,1,1,0,2,0,0,0,0,0,0,0,2,0,0,15
2006,קדומים,3557,30,710,624,623,1,1,3,0,0,0,0,0,4,0,482,0,39,6,0,23,40,0,1,0,0,0,0,0,0,0,0,0,1,0,0,23
2006,תומר,3558,10,221,150,150,0,24,0,0,0,0,0,0,17,0,9,0,0,56,0,15,19,3,0,0,3,0,0,0,0,0,0,0,0,0,3,1
2006,אלקנה,3560,10,751,637,635,2,3,3,0,0,0,0,1,7,0,483,0,24,8,0,14,61,1,1,0,4,0,0,0,0,0,0,0,3,0,2,20
2006,אלקנה,3560,20,743,617,616,1,1,2,0,0,0,1,1,7,0,456,0,20,10,0,20,63,1,1,0,5,0,0,0,0,0,0,0,2,0,4,22
2006,אלקנה,3560,30,650,545,544,1,2,2,0,0,1,0,0,6,0,399,0,27,7,0,14,66,0,0,0,3,0,0,0,0,0,0,0,4,0,2,11
2006,מגדל עוז,3561,10,205,167,166,1,2,4,0,0,0,0,1,1,0,127,0,9,1,0,5,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3
2006,תקוע,3563,11,439,331,329,2,2,2,0,0,0,0,0,2,0,150,0,47,5,0,59,40,1,3,0,0,0,0,0,0,0,0,0,2,0,1,15
2006,תקוע,3563,12,388,294,293,1,6,0,0,0,0,0,2,1,0,136,0,25,5,0,44,52,0,3,0,1,0,0,0,0,0,0,0,2,0,2,14
2006,כוכב השחר,3564,10,668,587,586,1,0,3,0,0,0,0,0,1,0,476,0,62,0,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2006,רימונים,3565,10,391,265,261,4,7,0,0,0,0,0,0,21,0,54,2,6,65,0,39,45,5,1,0,4,0,0,0,0,0,0,0,4,0,4,4
2006,יפית,3566,10,110,45,44,1,7,0,1,0,0,1,0,2,0,6,0,0,13,0,2,7,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2
2006,סלעית,3567,10,327,238,237,1,41,0,0,0,0,0,0,19,1,7,0,2,95,0,17,18,16,0,0,12,0,0,0,0,0,0,0,2,0,5,2
2006,ריחן,3568,10,97,60,59,1,10,1,0,0,0,0,0,7,0,7,0,0,18,0,3,7,1,1,0,1,0,0,0,0,0,0,0,2,0,1,0
2006,מבוא דותן,3569,10,209,125,125,0,3,0,0,0,0,0,0,4,0,25,0,9,49,0,10,16,1,1,0,0,0,0,0,0,0,0,0,2,0,0,5
2006,אריאל,3570,10,568,355,347,8,12,1,0,0,1,0,0,18,1,27,1,6,48,0,96,103,2,0,0,0,0,0,0,0,0,0,1,7,0,5,18
2006,אריאל,3570,20,640,407,405,2,19,2,0,0,0,0,1,36,2,57,0,8,57,0,82,117,1,0,0,4,0,0,1,1,0,1,0,4,0,8,4
2006,אריאל,3570,30,513,293,284,9,13,2,0,0,0,0,0,6,1,23,0,4,43,0,111,58,3,1,0,3,0,0,0,0,0,0,0,3,0,4,9
2006,אריאל,3570,40,649,353,342,11,18,2,1,0,0,1,0,16,3,28,0,3,41,0,122,74,3,0,0,1,0,0,0,0,0,0,0,5,0,3,21
2006,אריאל,3570,50,649,417,411,6,28,2,0,0,0,0,0,26,0,41,0,12,45,0,108,100,2,0,0,3,0,0,0,0,0,0,0,6,0,5,33
2006,אריאל,3570,60,643,390,380,10,15,1,0,0,0,0,0,13,0,37,2,6,53,0,100,107,1,1,0,0,0,0,0,1,1,0,0,12,0,10,20
2006,אריאל,3570,70,529,345,334,11,13,0,0,0,0,0,0,30,0,39,0,4,40,0,85,82,2,1,0,0,0,1,1,0,0,0,0,3,0,4,29
2006,אריאל,3570,80,618,374,369,5,10,4,0,0,0,1,1,13,0,26,0,13,48,0,123,94,5,0,0,1,0,0,0,1,1,0,0,4,0,5,19
2006,אריאל,3570,90,447,245,235,10,9,0,0,0,0,0,0,11,0,8,0,5,28,0,119,46,1,0,0,0,0,0,0,1,0,0,0,0,0,2,5
2006,אריאל,3570,100,520,294,288,6,2,1,1,0,0,0,2,11,1,18,0,3,31,0,110,84,4,0,0,0,0,2,0,0,0,1,1,7,0,3,6
2006,אריאל,3570,110,633,365,356,9,17,2,0,0,0,1,0,29,0,25,0,13,59,0,80,90,2,0,0,0,0,0,0,0,0,0,0,14,0,5,19
2006,אריאל,3570,120,678,341,334,7,13,3,1,0,1,0,0,21,0,24,2,3,32,0,113,90,1,1,0,0,0,0,0,0,0,0,1,4,0,5,19
2006,אריאל,3570,130,543,327,323,4,12,1,0,0,0,0,0,23,1,34,0,5,55,0,63,107,0,0,0,1,0,0,0,0,0,1,0,7,0,6,7
2006,אריאל,3570,140,614,374,364,10,9,2,0,0,0,0,0,17,0,18,0,3,43,0,160,88,1,0,0,1,0,0,1,0,1,0,1,8,0,3,8
2006,אריאל,3570,150,536,319,310,9,15,2,0,0,0,0,0,13,0,24,0,8,57,0,79,83,0,1,0,0,0,0,0,0,0,0,0,5,0,2,21
2006,אריאל,3570,160,543,305,295,10,9,1,1,1,0,0,0,6,0,31,0,2,32,0,128,58,3,0,0,7,1,1,0,1,0,0,0,1,0,1,11
2006,אריאל,3570,170,601,388,375,13,29,0,0,0,0,1,0,18,0,29,0,3,44,0,142,81,3,0,0,0,0,0,0,0,0,0,0,4,0,9,12
2006,אריאל,3570,180,613,337,336,1,11,0,0,0,0,0,1,16,1,41,0,11,41,0,107,76,3,0,1,0,0,0,0,0,0,0,0,3,0,5,19
2006,אריאל,3570,200,645,392,385,7,9,1,2,0,0,0,0,20,0,29,1,6,51,0,156,83,5,0,0,1,1,0,0,0,1,0,1,5,0,5,8
2006,אריאל,3570,210,594,353,349,4,4,0,0,0,0,0,1,10,0,20,1,6,24,0,212,54,0,1,0,0,0,0,0,0,0,0,1,4,0,0,11
2006,אריאל,3570,220,558,318,312,6,14,2,0,0,0,0,1,15,0,31,0,2,21,0,149,56,1,0,0,0,0,0,0,1,0,0,0,6,0,3,10
2006,אריאל,3570,230,420,261,253,8,9,0,1,0,0,0,0,7,0,19,0,7,29,0,111,51,1,0,0,0,0,1,0,0,0,0,1,5,0,4,7
2006,שבי שומרון,3571,10,443,337,333,4,2,4,0,0,0,0,0,4,0,229,0,26,8,0,16,20,0,3,0,2,0,1,0,0,0,0,0,3,0,1,14
2006,כפר תפוח,3572,10,413,302,300,2,0,2,0,0,0,0,0,1,0,150,0,88,4,0,8,16,0,3,1,2,0,0,0,0,0,0,0,1,2,0,22
2006,חלמיש,3573,10,683,525,525,0,0,2,0,0,0,0,0,6,0,392,0,42,3,0,11,42,0,3,0,2,0,0,0,0,0,0,0,1,0,2,19
2006,בית אל,3574,10,572,525,524,1,0,3,0,0,0,0,1,0,0,427,0,34,2,0,8,28,1,0,0,0,0,0,0,0,0,0,0,1,0,0,19
2006,בית אל,3574,20,437,399,390,9,0,1,0,0,0,0,0,3,0,332,0,29,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
2006,בית אל,3574,30,543,470,467,3,1,2,0,0,0,0,0,2,0,367,0,39,1,0,2,25,0,0,0,0,0,0,0,0,0,0,0,1,0,1,26
2006,בית אל,3574,40,525,460,458,2,0,3,0,0,0,0,0,2,0,374,0,35,0,0,6,12,1,1,0,0,0,0,0,0,0,0,0,1,0,0,23
2006,בית אל,3574,50,501,443,440,3,0,3,0,0,0,1,0,0,0,367,0,28,3,0,11,11,0,2,0,1,0,0,0,0,0,0,0,0,0,0,13
2006,בית חורון,3575,10,487,383,381,2,8,8,0,2,0,0,0,8,1,206,1,16,15,0,25,73,2,0,0,2,0,0,0,0,0,0,0,2,0,4,8
2006,מצפה יריחו,3576,10,747,601,601,0,1,10,0,0,0,0,0,3,0,380,0,139,3,0,6,26,2,2,0,0,0,0,0,0,0,0,0,0,0,2,27
2006,שדמות מחולה,3578,10,267,209,209,0,2,2,0,0,0,0,0,1,0,172,0,3,0,0,6,16,0,0,0,1,0,0,0,0,0,0,0,2,0,1,3
2006,אלון מורה,3579,10,724,568,565,3,4,4,1,0,0,0,0,1,1,413,0,56,3,0,16,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30
2006,ארגמן,3598,10,131,80,80,0,6,0,0,0,0,0,0,4,1,2,0,0,37,0,6,10,3,0,0,3,0,0,0,0,0,0,0,3,0,2,3
2006,מחולה,3599,10,253,200,199,1,2,0,0,0,0,0,0,2,0,141,0,0,7,0,2,21,1,0,0,14,0,0,0,0,0,0,1,0,0,0,8
2006,קליה,3601,10,202,138,136,2,20,0,0,1,0,0,0,17,1,12,0,2,41,0,11,3,7,1,0,5,0,0,0,0,0,0,0,13,0,2,0
2006,ראש צורים,3602,10,231,192,192,0,2,0,0,0,0,0,0,4,0,153,0,5,1,0,3,14,0,0,0,3,0,0,0,0,0,0,0,1,0,3,3
2006,הר גילה,3603,10,276,229,227,2,34,0,0,0,0,0,0,26,1,21,0,4,69,0,13,23,11,0,0,5,0,0,0,0,0,1,0,4,0,7,8
2006,אלון שבות,3604,10,755,633,629,4,7,3,0,0,0,0,1,4,0,471,0,19,6,0,12,69,0,1,1,23,0,0,0,0,0,0,0,2,0,0,10
2006,אלון שבות,3604,20,633,555,552,3,3,4,0,0,0,0,4,1,0,407,0,20,8,0,11,74,0,1,0,11,0,0,0,0,0,0,0,0,0,0,8
2006,אלון שבות,3604,30,391,325,323,2,1,0,0,0,0,0,2,6,0,218,1,14,7,0,8,58,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1
2006,משואה,3605,10,136,81,81,0,10,0,0,0,0,0,0,15,0,1,0,0,25,0,12,13,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0
2006,גלגל,3606,10,118,68,68,0,10,0,0,0,0,0,0,13,2,3,0,1,30,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2006,"ייט""ב",3607,10,100,80,79,1,2,0,0,0,0,1,0,1,0,12,0,16,13,0,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,מעלה אפרים,3608,10,592,287,281,6,20,1,0,0,0,0,0,29,2,46,2,2,81,0,25,36,5,0,0,1,0,0,0,0,0,0,0,5,0,10,16
2006,מעלה אפרים,3608,20,599,295,291,4,16,0,0,0,0,2,0,14,1,39,0,9,100,0,55,21,2,0,0,1,0,3,0,0,0,3,1,4,0,5,15
2006,חמרה,3609,10,142,80,80,0,17,0,0,0,0,0,0,10,0,7,0,2,25,0,4,7,1,0,0,2,0,0,0,0,0,0,0,4,0,0,1
2006,מצפה שלם,3610,10,124,73,72,1,26,0,0,0,0,0,0,16,1,0,0,0,10,0,5,0,8,0,0,2,0,0,0,0,0,0,0,2,0,2,0
2006,קרית ארבע,3611,10,508,360,357,3,2,0,0,0,0,0,0,1,0,218,0,60,2,0,23,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
2006,קרית ארבע,3611,20,517,370,369,1,4,2,0,0,1,0,0,2,0,160,0,85,21,0,21,39,1,1,0,0,0,0,0,0,0,0,0,1,0,0,31
2006,קרית ארבע,3611,30,510,362,351,11,6,0,2,0,0,0,0,4,1,111,0,45,22,0,80,51,0,1,0,0,0,1,0,0,0,1,0,0,0,0,26
2006,קרית ארבע,3611,40,493,371,365,6,3,2,0,0,0,0,3,3,0,185,0,73,5,0,22,47,0,2,0,0,0,0,0,0,0,0,0,0,0,1,19
2006,קרית ארבע,3611,50,614,425,421,4,5,7,1,0,0,0,0,1,0,166,0,66,8,0,68,58,0,1,0,0,0,0,0,0,0,1,0,1,0,1,37
2006,קרית ארבע,3611,60,529,348,340,8,3,1,0,1,0,0,0,2,0,113,0,49,13,0,94,44,0,0,0,2,0,0,0,0,0,0,0,0,0,0,18
2006,קרית ארבע,3611,70,604,413,408,5,2,0,0,0,0,0,2,2,0,161,0,82,20,0,45,58,1,1,0,0,0,0,0,0,0,0,0,3,0,0,31
2006,בקעות,3612,10,138,87,86,1,7,0,0,0,0,0,0,11,0,6,0,0,32,0,7,12,5,0,0,0,0,0,0,0,0,0,0,2,1,0,3
2006,גיתית,3613,10,143,100,100,0,8,0,0,0,0,0,0,4,0,44,0,1,18,0,8,11,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3
2006,מכורה,3614,10,118,76,76,0,9,0,0,0,0,0,0,8,0,2,0,0,38,0,7,6,2,0,0,0,0,0,0,0,0,0,0,3,0,1,0
2006,פצאל,3615,10,217,146,146,0,18,0,0,0,0,0,0,14,0,10,0,0,59,0,14,19,1,0,0,4,0,0,0,0,0,0,0,0,0,7,0
2006,מעלה אדומים,3616,10,603,358,347,11,21,2,0,0,0,1,1,12,0,34,1,4,43,0,104,70,2,0,1,0,0,1,1,0,0,0,0,6,0,3,40
2006,מעלה אדומים,3616,20,621,361,356,5,21,2,0,0,0,0,1,25,1,64,0,9,54,1,65,64,1,1,0,0,0,1,0,0,0,0,0,6,0,6,34
2006,מעלה אדומים,3616,30,620,381,375,6,26,7,0,0,0,0,0,30,1,61,0,18,75,0,33,72,3,0,0,1,0,1,0,0,0,0,0,5,0,2,40
2006,מעלה אדומים,3616,40,649,426,420,6,25,2,0,1,0,0,1,26,0,80,0,13,76,0,58,78,6,1,0,1,0,0,1,0,0,0,0,9,0,5,37
2006,מעלה אדומים,3616,60,641,348,344,4,11,8,0,0,0,0,4,16,1,65,0,9,34,0,98,54,2,2,0,0,0,0,0,0,0,0,0,6,1,4,29
2006,מעלה אדומים,3616,70,682,388,376,12,12,10,0,0,1,0,3,11,0,57,0,4,32,0,133,67,0,0,0,1,0,0,1,0,0,0,1,3,0,4,36
2006,מעלה אדומים,3616,80,636,432,430,2,30,3,1,0,0,1,0,25,3,111,1,8,61,1,39,94,6,1,0,5,0,0,1,0,1,0,0,1,0,2,35
2006,מעלה אדומים,3616,90,681,427,418,9,16,8,1,0,0,0,4,16,1,48,0,9,39,0,137,89,6,0,0,0,0,0,0,0,0,0,1,4,1,5,33
2006,מעלה אדומים,3616,100,655,430,425,5,29,5,0,0,0,0,2,15,2,69,2,13,50,0,98,65,1,1,0,2,0,1,0,0,0,0,0,6,0,5,59
2006,מעלה אדומים,3616,110,701,387,381,6,15,4,0,0,0,0,0,15,3,43,0,6,51,0,103,87,3,0,0,0,0,0,0,0,0,1,0,3,0,6,41
2006,מעלה אדומים,3616,120,696,464,458,6,33,7,0,0,0,0,0,33,2,60,0,5,77,0,95,95,2,0,0,2,0,0,0,0,0,0,1,10,0,5,31
2006,מעלה אדומים,3616,130,610,335,333,2,23,2,0,0,0,0,1,26,0,26,1,5,40,1,76,61,4,0,0,3,0,0,0,0,0,0,0,4,0,5,55
2006,מעלה אדומים,3616,140,732,472,468,4,45,1,0,0,0,0,0,37,1,64,2,5,95,0,52,109,4,0,0,4,0,0,0,0,0,0,0,6,0,5,38
2006,מעלה אדומים,3616,150,637,421,416,5,33,1,0,1,0,0,1,32,1,71,0,8,80,0,49,79,5,1,0,3,1,0,1,0,0,0,0,14,0,4,31
2006,מעלה אדומים,3616,160,714,473,470,3,53,2,0,0,0,0,0,38,0,56,0,9,89,0,61,87,3,0,0,3,0,0,0,0,0,0,0,5,0,8,56
2006,מעלה אדומים,3616,170,538,352,347,5,31,1,0,0,0,0,2,26,0,40,1,9,64,0,60,71,2,0,0,2,0,0,0,0,0,0,0,2,0,2,34
2006,מעלה אדומים,3616,180,719,468,468,0,52,5,0,0,0,1,1,28,0,86,1,6,77,0,39,94,9,1,1,4,0,0,0,0,1,0,0,11,0,15,36
2006,מעלה אדומים,3616,190,541,457,455,2,5,6,0,0,0,0,0,2,0,342,0,18,5,0,7,35,3,2,0,2,0,0,0,0,0,0,0,0,0,0,28
2006,מעלה אדומים,3616,200,566,484,481,3,0,19,0,0,0,0,1,3,0,345,0,22,5,0,22,33,2,1,0,0,0,0,0,0,0,0,0,0,0,0,28
2006,מעלה אדומים,3616,220,755,453,448,5,45,2,0,0,0,1,0,38,0,48,1,5,101,0,31,94,2,1,0,5,0,0,0,0,0,0,0,5,0,7,62
2006,מעלה אדומים,3616,240,626,432,428,4,30,4,0,0,0,0,0,31,2,64,3,4,78,0,54,108,5,1,0,1,0,0,0,0,0,1,0,5,0,1,36
2006,מעלה אדומים,3616,250,684,450,444,6,29,3,0,0,1,0,0,31,1,87,0,6,74,0,62,87,3,0,0,2,0,2,0,0,0,0,0,1,1,4,50
2006,מעלה אדומים,3616,260,660,456,449,7,39,0,0,0,0,0,0,23,1,70,0,3,62,0,105,83,1,0,0,1,0,0,0,2,0,0,1,5,0,5,48
2006,מעלה אדומים,3616,270,583,413,409,4,32,1,0,0,0,0,1,15,0,111,0,1,68,0,59,66,3,0,0,8,0,0,0,0,0,0,1,3,0,1,39
