סבב בחירות,שם ישוב,סמל ישוב,סמל קלפי,בזב,מצביעים,כשרים,פסולים,אמת,ג,ד,ה,ו,ז,זה,זך,חץ,טב,יש,כ,כן,כץ,ל,מחל,מרצ,נץ,עם,פ,פז,פכ,פץ,ף,צה,ק,קז,קנ,קפ,רק,שס
2006,יפיע,499,100,730,301,289,12,25,0,65,0,105,0,0,0,0,0,0,1,12,0,0,3,17,0,53,0,0,0,0,0,0,0,0,1,0,0,7
2006,יפיע,499,110,785,338,325,13,46,1,64,0,127,0,0,2,0,0,0,1,9,0,3,2,10,0,56,0,0,0,0,0,0,0,0,0,0,1,3
2006,יפיע,499,120,593,259,255,4,31,0,57,0,100,0,0,0,0,0,0,0,7,0,0,17,5,1,35,0,0,0,0,0,0,1,0,0,0,1,0
2006,יפיע,499,130,663,231,225,6,12,0,74,0,75,0,0,0,0,0,0,0,1,1,0,0,7,0,47,1,0,0,0,0,0,0,0,0,0,0,7
2006,ירכא,502,10,728,448,436,12,104,1,7,2,23,0,0,0,1,3,0,1,78,2,19,6,4,0,1,0,0,0,0,0,0,0,0,5,0,0,179
2006,ירכא,502,20,851,622,614,8,113,0,7,8,20,0,1,1,3,5,0,2,124,0,51,9,10,0,0,0,0,0,0,0,0,0,0,3,0,0,257
2006,ירכא,502,30,842,596,596,0,119,7,21,0,27,0,0,0,0,2,2,0,113,0,82,16,5,0,1,0,0,0,0,0,0,1,0,3,0,2,195
2006,ירכא,502,40,679,440,427,13,92,0,9,27,25,0,0,1,0,1,1,1,98,1,18,7,6,0,0,1,0,0,1,0,0,2,0,7,0,0,129
2006,ירכא,502,50,848,567,567,0,95,0,14,18,78,0,2,0,0,2,0,0,162,0,24,9,8,0,2,0,0,0,1,0,0,1,0,1,0,0,150
2006,ירכא,502,60,795,600,592,8,53,0,39,0,13,0,0,0,0,0,2,0,301,0,48,4,5,0,0,0,0,0,2,0,0,0,0,1,0,0,124
2006,ירכא,502,70,816,550,548,2,85,0,12,7,44,0,0,1,0,0,1,0,230,0,20,4,7,0,0,0,0,0,0,0,0,1,0,1,0,0,135
2006,ירכא,502,80,720,564,554,10,83,0,36,23,50,0,0,1,0,1,0,0,129,0,18,23,112,0,1,0,0,0,0,0,0,0,0,3,0,0,74
2006,ירכא,502,90,792,541,516,25,200,8,9,4,57,0,0,0,0,2,0,0,63,0,5,8,22,0,0,0,0,0,0,0,0,1,0,2,0,0,135
2006,כאבול,504,10,552,268,260,8,2,0,42,0,80,0,0,0,0,0,0,0,3,0,0,0,2,0,128,0,0,0,1,0,0,0,0,1,0,0,1
2006,כאבול,504,20,525,364,364,0,5,0,92,0,130,0,0,0,0,0,0,0,0,0,0,2,0,0,134,0,0,0,0,0,1,0,0,0,0,0,0
2006,כאבול,504,30,541,407,397,10,0,0,70,0,252,0,0,0,0,0,0,0,2,0,0,0,0,0,72,0,0,0,0,0,0,1,0,0,0,0,0
2006,כאבול,504,40,601,420,417,3,6,0,122,0,215,0,0,0,0,2,0,0,5,0,0,0,2,0,62,1,0,0,1,0,0,1,0,0,0,0,0
2006,כאבול,504,50,658,448,446,2,2,0,180,0,152,0,0,0,0,0,0,0,1,0,0,1,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0
2006,כאבול,504,60,585,375,369,6,4,0,91,0,111,1,0,0,1,0,2,0,5,0,0,1,1,0,140,0,0,0,1,0,0,1,0,0,0,1,9
2006,כאבול,504,70,652,398,396,2,1,0,112,0,72,0,0,0,0,0,0,0,2,0,0,0,11,0,188,0,0,0,0,0,0,5,0,1,0,0,4
2006,כאבול,504,80,626,448,447,1,4,0,84,0,54,0,0,0,0,0,0,0,27,0,0,0,2,0,274,0,0,0,0,0,0,0,0,0,1,0,1
2006,כאבול,504,90,583,390,388,2,1,0,64,0,60,0,0,1,0,1,0,0,8,1,0,1,3,0,244,0,0,0,0,0,1,0,1,0,0,0,2
2006,כאוכב אבו אל-היג',505,10,600,425,420,5,7,1,89,0,184,0,0,0,0,0,0,0,3,0,1,1,0,0,128,0,0,0,0,0,0,4,0,1,0,1,0
2006,כאוכב אבו אל-היג',505,20,594,456,446,10,12,0,82,0,224,0,0,0,0,0,0,0,2,0,0,0,3,0,120,0,0,1,0,0,0,2,0,0,0,0,0
2006,כאוכב אבו אל-היג',505,30,567,500,496,4,17,0,101,0,199,0,0,0,0,0,0,0,2,0,0,1,6,0,165,0,0,0,0,0,0,1,0,0,0,0,4
2006,כפר יאסיף,507,10,640,428,418,10,35,0,145,0,170,0,0,0,0,0,0,1,22,0,0,1,3,0,39,0,0,0,0,0,1,0,0,0,1,0,0
2006,כפר יאסיף,507,20,779,516,503,13,35,0,128,0,240,1,0,0,0,0,0,0,25,0,0,1,3,1,61,0,0,0,0,0,0,1,0,1,0,0,6
2006,כפר יאסיף,507,30,791,546,539,7,45,0,98,1,199,0,0,0,0,0,0,0,62,0,2,11,2,1,117,0,0,0,0,0,1,0,0,0,0,0,0
2006,כפר יאסיף,507,40,715,447,440,7,29,0,123,0,186,0,0,0,0,0,0,0,24,0,0,0,4,0,72,0,0,0,0,0,0,1,0,0,0,1,0
2006,כפר יאסיף,507,50,783,516,512,4,53,0,140,0,159,0,0,0,0,0,0,0,28,0,2,8,3,0,117,1,0,0,0,0,0,0,0,0,1,0,0
2006,כפר יאסיף,507,60,690,541,529,12,58,1,157,0,259,0,0,2,0,2,0,0,17,1,0,0,5,1,24,0,0,1,0,0,0,1,0,0,0,0,0
2006,כפר יאסיף,507,70,778,552,543,9,14,0,120,0,280,0,0,0,0,0,0,1,50,0,0,0,2,0,73,0,0,1,0,0,0,1,0,0,0,0,1
2006,כפר יאסיף,507,80,549,342,336,6,14,0,115,0,141,0,0,0,0,0,0,0,18,1,0,1,4,1,39,0,0,1,0,0,0,0,0,0,0,0,1
2006,כפר כמא,508,10,699,232,214,18,122,0,5,0,1,0,1,13,0,1,0,0,37,0,2,3,10,0,12,0,0,1,0,0,0,0,0,2,0,0,4
2006,כפר כמא,508,20,713,197,187,10,98,0,10,0,1,0,0,15,0,0,0,0,37,0,2,3,9,0,8,1,0,0,1,0,0,0,1,0,0,1,0
2006,כפר כמא,508,30,517,153,147,6,72,0,1,0,0,0,0,6,0,0,0,0,39,0,4,4,4,0,7,2,0,0,0,0,0,0,0,1,0,0,7
2006,כפר כנא,509,10,646,546,545,1,71,0,249,0,111,0,0,0,0,1,0,0,1,0,1,1,3,0,102,0,0,0,0,0,0,1,0,1,0,0,3
2006,כפר כנא,509,20,765,526,501,25,44,0,126,0,158,1,0,0,0,0,0,0,9,0,0,7,15,2,135,0,0,0,1,0,0,2,0,0,0,0,1
2006,כפר כנא,509,30,683,411,383,28,23,0,133,0,53,0,0,0,0,0,0,0,3,0,0,1,5,0,159,0,0,0,0,0,0,0,0,0,0,0,6
2006,כפר כנא,509,40,733,420,406,14,34,0,108,0,148,0,0,0,0,0,0,0,6,0,0,1,5,1,94,0,0,0,1,0,1,0,0,1,2,0,4
2006,כפר כנא,509,50,684,415,404,11,45,0,126,0,113,0,0,0,0,0,0,0,5,0,0,1,4,0,105,0,0,0,0,0,0,2,0,0,2,0,1
2006,כפר כנא,509,60,753,521,508,13,80,0,212,0,58,0,0,0,0,0,0,0,2,0,1,1,2,0,150,0,0,0,0,0,0,0,0,0,0,0,2
2006,כפר כנא,509,70,742,513,501,12,29,0,286,0,111,0,0,0,0,0,0,0,6,0,0,1,16,0,43,0,2,0,0,0,1,2,0,0,0,0,4
2006,כפר כנא,509,80,710,465,449,16,35,0,157,0,130,0,0,1,0,1,0,1,1,0,1,2,24,1,87,0,0,0,0,0,0,0,0,1,1,1,5
2006,כפר כנא,509,90,768,453,432,21,16,0,155,0,132,0,0,0,0,1,0,0,4,0,0,0,16,0,94,1,0,0,1,1,0,1,0,0,0,0,10
2006,כפר כנא,509,100,734,401,385,16,20,0,127,0,126,0,0,0,0,0,0,0,2,0,0,0,14,2,80,0,0,0,0,0,0,2,0,0,0,0,12
2006,כפר כנא,509,110,701,546,541,5,92,0,235,0,114,0,0,0,0,1,0,0,6,0,0,1,0,0,85,0,0,0,0,0,0,2,0,0,0,0,5
2006,כפר כנא,509,120,704,429,415,14,53,0,171,0,106,0,0,0,0,1,1,0,7,1,0,0,8,0,65,0,0,0,0,0,0,0,0,1,0,0,1
2006,כפר כנא,509,130,695,409,396,13,48,0,154,0,95,1,0,0,0,0,0,0,2,0,0,1,21,0,65,0,0,0,0,0,3,0,0,0,0,0,6
2006,כפר מנדא,510,10,783,559,541,18,148,0,95,0,82,0,0,0,0,1,2,0,16,0,1,0,7,0,127,0,0,0,0,0,0,6,1,0,0,0,55
2006,כפר מנדא,510,20,776,592,563,29,216,0,71,0,97,0,0,0,0,0,0,0,31,2,1,1,5,0,45,1,0,0,0,0,0,7,1,1,0,0,84
2006,כפר מנדא,510,30,713,533,512,21,110,1,81,0,102,0,1,0,1,0,0,0,1,0,1,0,3,1,138,0,0,0,0,0,0,3,0,1,0,0,68
2006,כפר מנדא,510,40,793,581,557,24,89,0,76,0,47,0,0,0,0,2,0,0,5,0,1,1,0,0,156,0,0,0,0,0,0,29,0,0,0,0,151
2006,כפר מנדא,510,50,764,527,504,23,126,0,96,0,48,0,0,0,1,3,1,0,16,1,0,2,3,0,163,1,0,1,0,0,2,4,1,1,0,1,33
2006,כפר מנדא,510,60,737,596,570,26,96,0,117,0,81,0,0,0,0,1,1,0,6,0,1,0,3,0,206,0,0,0,1,0,0,3,0,1,0,0,53
2006,כפר מנדא,510,70,708,501,482,19,97,1,106,0,50,0,0,0,0,3,1,0,8,0,0,0,2,1,171,0,0,0,0,0,0,4,0,1,0,0,37
2006,כפר מנדא,510,80,797,609,597,12,35,0,139,0,240,1,0,0,0,0,1,0,4,0,0,1,28,0,108,0,0,0,0,0,0,0,0,1,0,0,39
2006,כפר מנדא,510,90,717,546,513,33,145,1,66,0,83,0,0,0,0,1,1,0,9,0,0,0,0,1,82,0,0,0,0,0,0,3,0,0,0,0,121
2006,כפר מנדא,510,100,643,462,449,13,90,0,82,0,42,0,0,0,0,1,0,0,6,0,1,0,1,0,153,0,0,0,0,2,0,12,0,2,1,0,56
2006,עילוט,511,10,603,327,319,8,20,0,82,0,147,0,0,1,0,2,0,0,8,0,14,1,4,1,33,0,1,0,0,0,1,1,0,0,0,0,3
2006,עילוט,511,20,661,380,359,21,26,2,83,0,170,0,0,0,0,0,0,0,10,0,12,1,6,0,43,0,0,1,0,0,0,0,1,0,1,0,3
2006,עילוט,511,30,705,403,393,10,22,1,70,0,104,0,0,0,0,0,0,0,5,0,34,0,1,0,154,0,0,0,0,0,1,0,0,0,0,1,0
2006,עילוט,511,40,670,315,302,13,6,1,172,0,75,0,0,0,0,1,0,0,1,0,12,0,0,1,28,0,0,1,0,0,1,1,0,0,0,1,1
2006,עילוט,511,50,662,297,285,12,8,0,157,0,94,0,0,0,0,0,1,0,2,0,15,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0
2006,כפר מצר,512,10,593,351,343,8,80,1,104,0,5,0,0,0,0,0,1,0,16,0,0,0,1,0,114,0,0,0,1,0,0,1,0,0,1,0,18
2006,כפר מצר,512,20,570,387,378,9,97,0,124,0,9,0,0,0,0,7,2,0,21,0,1,1,1,0,94,0,0,0,0,0,0,1,0,0,1,1,18
2006,עין ראפה,514,10,399,202,193,9,69,0,35,0,5,0,0,0,0,0,0,0,4,1,1,0,6,0,54,8,0,1,0,0,0,1,0,5,3,0,0
2006,שגור,516,10,733,431,426,5,49,0,106,0,109,0,0,0,0,1,2,0,4,0,0,2,24,0,98,0,0,0,1,0,1,1,0,0,0,1,27
2006,שגור,516,20,792,560,539,21,143,0,146,0,160,0,0,0,0,1,1,0,2,0,0,2,0,0,66,0,0,1,0,0,0,3,0,1,0,1,12
2006,שגור,516,30,824,631,630,1,85,0,161,3,197,0,0,0,0,0,2,0,9,0,0,1,3,0,136,0,0,0,0,0,0,0,0,0,2,0,31
2006,שגור,516,40,744,458,449,9,112,1,83,2,111,0,0,0,1,0,1,0,2,0,0,1,18,0,98,0,0,0,1,1,0,4,0,0,0,1,12
2006,שגור,516,50,814,575,575,0,40,0,173,8,78,0,0,0,0,0,2,0,42,0,1,10,4,1,128,0,0,0,0,0,0,1,0,0,0,0,87
2006,שגור,516,60,789,572,572,0,65,1,173,3,140,0,1,1,0,0,1,0,31,0,0,1,9,0,119,0,0,0,0,0,0,3,0,2,0,6,16
2006,שגור,516,70,747,518,518,0,86,0,233,14,83,0,0,0,0,0,0,0,5,0,0,0,5,0,49,0,0,0,0,0,0,0,0,0,0,0,43
2006,שגור,516,80,660,490,487,3,80,1,144,0,128,0,0,0,0,0,0,0,1,0,0,2,3,0,106,0,0,0,0,0,0,2,0,1,1,0,18
2006,שגור,516,90,698,470,456,14,52,0,92,1,154,0,0,0,1,0,1,1,10,0,0,1,12,0,108,0,0,1,0,0,1,3,0,0,0,0,18
2006,שגור,516,1010,728,503,485,18,61,0,46,0,112,0,0,0,0,2,0,0,59,0,0,1,24,0,170,0,0,1,0,0,0,0,1,1,0,0,7
2006,שגור,516,1020,757,501,501,0,47,0,63,0,107,0,0,0,0,1,0,0,66,0,0,5,29,0,171,0,0,0,0,0,0,0,0,2,0,0,10
2006,שגור,516,1030,796,588,582,6,11,0,35,0,40,0,0,1,14,0,0,0,377,0,0,0,10,1,83,0,0,0,0,0,0,0,1,0,0,0,9
2006,שגור,516,1040,768,634,596,38,70,0,38,0,124,0,0,0,0,7,0,0,12,0,0,0,45,0,270,0,0,0,0,0,0,0,0,0,0,0,30
2006,שגור,516,1050,787,600,589,11,19,1,33,0,195,0,0,0,0,4,0,0,22,0,0,0,102,0,190,0,0,0,0,0,0,1,0,0,0,0,22
2006,שגור,516,1060,786,544,540,4,41,3,8,0,119,0,1,2,1,15,0,0,52,0,0,1,29,0,219,0,2,0,1,0,0,1,1,4,0,0,40
2006,שגור,516,1070,804,573,566,7,49,1,36,0,187,0,0,0,0,4,0,0,37,0,0,0,31,0,195,0,0,0,0,0,0,0,0,1,0,0,25
2006,שגור,516,2010,634,387,380,7,35,0,24,0,45,0,0,0,0,6,0,0,42,0,0,4,4,0,213,1,0,0,0,0,0,0,0,0,0,0,6
2006,שגור,516,2020,833,470,457,13,64,0,51,0,58,0,0,0,0,32,0,0,16,0,0,0,23,0,200,0,0,2,0,0,1,0,0,0,0,0,10
2006,שגור,516,2030,847,487,475,12,47,0,68,1,92,0,0,0,0,33,0,0,13,1,2,0,15,0,175,0,0,0,0,0,0,0,0,1,1,0,26
2006,שגור,516,2040,776,551,551,0,121,0,13,0,85,0,0,0,0,19,1,0,25,0,0,1,7,0,157,0,0,0,0,0,0,1,0,0,0,0,121
2006,שגור,516,2050,623,526,521,5,21,0,23,5,284,0,0,0,0,21,1,0,0,0,4,0,4,0,134,0,0,0,0,0,0,0,0,0,0,0,24
2006,מזרעה,517,10,608,387,378,9,19,0,70,0,90,0,0,0,0,1,0,0,24,0,0,0,17,0,155,0,0,0,0,0,0,0,0,0,0,0,2
2006,מזרעה,517,20,719,464,455,9,50,0,47,0,34,0,0,2,1,0,0,0,12,0,0,1,41,0,248,0,0,0,0,0,0,0,0,0,0,0,19
2006,מזרעה,517,30,744,517,509,8,58,0,78,0,87,1,0,3,0,0,0,0,19,0,0,0,38,1,222,0,0,0,0,1,0,0,0,1,0,0,0
2006,מעיליא,518,10,607,453,448,5,42,0,248,0,77,0,0,0,0,0,0,0,42,1,28,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,2
2006,מעיליא,518,20,711,540,527,13,89,0,193,0,76,0,0,0,0,0,0,2,85,1,41,0,30,1,0,1,0,0,0,0,0,0,0,7,0,1,0
2006,מעיליא,518,30,696,496,492,4,43,0,220,0,77,0,0,0,0,4,0,0,112,0,18,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2006,משהד,520,10,744,442,430,12,9,0,114,0,24,0,0,0,1,0,0,0,16,0,0,0,23,0,242,0,0,1,0,0,0,0,0,0,0,0,0
2006,משהד,520,20,686,462,454,8,3,0,40,0,60,0,0,0,1,0,0,0,22,0,1,0,53,0,273,0,0,0,0,0,0,0,0,1,0,0,0
2006,משהד,520,30,688,400,390,10,3,0,70,0,88,0,0,0,0,0,0,0,13,0,1,3,26,0,173,0,0,1,1,1,0,5,0,0,0,1,4
2006,משהד,520,40,703,337,329,8,41,0,57,1,72,0,0,0,0,1,0,0,5,0,1,0,9,1,134,0,0,0,0,0,0,0,0,1,0,0,6
2006,משהד,520,50,789,378,372,6,18,0,54,0,62,0,0,0,0,0,0,0,2,0,0,0,38,0,193,0,0,0,0,0,0,2,0,0,0,0,3
2006,עין נקובא,521,10,510,218,195,23,93,0,17,0,6,0,0,1,0,1,0,0,9,0,0,2,0,0,48,0,0,0,0,0,0,3,0,0,0,0,15
2006,עין נקובא,521,20,373,190,173,17,98,0,25,0,7,0,0,0,0,0,0,0,8,0,1,7,1,0,15,1,0,0,0,0,0,1,0,0,1,0,8
2006,נחף,522,10,821,469,465,4,13,0,71,0,45,0,0,0,0,3,0,0,25,0,0,0,16,0,254,0,0,0,0,1,1,0,2,1,0,0,33
2006,נחף,522,20,776,383,375,8,18,0,81,0,73,0,0,0,0,7,0,0,10,0,1,0,6,0,129,1,0,0,0,0,1,1,0,0,1,0,46
2006,נחף,522,30,794,464,463,1,34,0,93,0,78,0,0,0,0,0,0,0,9,0,0,0,16,0,125,0,0,0,0,0,0,0,0,0,0,0,108
2006,נחף,522,40,710,407,400,7,20,0,65,0,82,0,0,0,0,6,0,0,14,1,0,1,8,0,196,1,0,1,0,0,0,1,0,0,0,0,4
2006,נחף,522,50,694,571,571,0,43,0,87,1,97,0,0,0,0,3,0,1,18,0,0,0,67,0,196,0,0,0,0,0,1,0,0,0,1,0,56
2006,נחף,522,60,796,453,436,17,22,0,109,0,90,0,0,0,0,10,1,0,1,0,1,0,0,0,147,0,0,0,0,1,1,2,1,0,2,0,48
2006,נחף,522,70,759,471,466,5,60,0,117,0,27,0,0,0,0,12,0,0,5,0,0,1,5,0,198,0,0,0,1,0,0,0,0,0,0,0,40
2006,ניין,523,10,427,158,154,4,20,0,9,0,4,0,0,0,24,1,0,0,7,0,0,1,43,0,40,0,0,1,2,0,0,0,0,0,0,0,2
2006,ניין,523,20,458,165,156,9,44,0,15,0,10,0,0,0,2,0,0,0,5,0,2,2,25,0,45,0,0,0,0,0,2,0,1,0,0,0,3
2006,נאעורה,524,10,498,188,182,6,61,0,24,0,15,0,0,0,0,0,0,0,24,0,0,3,5,0,42,1,0,0,0,0,0,1,0,0,1,0,5
2006,נאעורה,524,20,466,153,151,2,45,0,31,0,9,0,0,0,0,0,0,0,18,0,2,0,4,1,37,0,0,0,1,0,0,0,0,0,0,0,3
2006,סאג'ור,525,10,749,515,513,2,202,0,62,8,2,0,0,0,0,2,0,0,27,0,90,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,117
2006,סאג'ור,525,20,629,357,356,1,77,0,119,0,1,0,1,1,0,0,0,0,47,0,19,20,5,1,0,0,0,0,0,0,0,0,0,3,0,0,62
2006,סאג'ור,525,30,636,399,395,4,111,0,116,0,0,0,0,0,0,11,0,0,76,0,23,25,2,0,0,0,0,0,0,0,0,0,0,1,0,0,30
2006,סולם,526,10,676,370,358,12,84,1,32,0,45,0,0,0,0,0,0,0,2,0,0,0,21,0,99,0,0,0,0,1,1,2,1,0,0,0,69
2006,סולם,526,20,701,389,386,3,58,1,47,0,154,0,0,0,3,0,0,0,0,0,0,0,60,0,38,0,0,0,0,0,0,2,0,2,0,0,21
2006,שזור,527,10,233,159,158,1,69,6,0,0,0,0,0,6,0,14,0,0,37,0,2,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
2006,עוזייר,528,10,604,239,230,9,20,0,121,0,23,0,0,0,0,0,0,0,1,0,3,11,0,0,27,0,0,0,0,0,2,0,0,1,0,0,21
2006,עוזייר,528,20,593,317,309,8,18,0,96,0,33,0,0,0,1,0,0,0,2,0,0,20,4,0,131,0,0,0,0,0,0,1,0,0,0,0,3
2006,אעבלין,529,10,561,363,363,0,73,0,52,0,101,0,0,1,1,2,0,0,10,0,1,2,27,0,65,0,0,0,0,0,0,1,0,1,0,0,26
2006,אעבלין,529,20,695,351,340,11,34,1,115,0,103,0,0,0,1,0,0,0,3,0,0,1,10,0,30,0,0,0,0,0,1,1,1,0,0,0,39
2006,אעבלין,529,30,680,453,442,11,52,0,123,0,101,0,0,0,0,1,0,0,10,0,1,2,6,0,128,0,0,0,0,0,0,1,1,1,0,1,14
2006,אעבלין,529,40,560,348,339,9,31,0,74,0,102,0,0,0,0,3,1,0,5,0,3,4,3,0,102,0,0,0,0,0,1,1,0,0,0,0,9
2006,אעבלין,529,50,574,381,379,2,54,0,125,0,76,0,0,1,0,3,0,0,7,0,0,0,12,1,92,0,0,0,0,0,0,0,0,0,0,0,8
2006,אעבלין,529,60,605,332,325,7,34,0,75,0,120,0,0,0,0,0,0,0,1,1,0,0,4,2,76,0,0,0,0,0,1,1,1,0,0,0,9
2006,אעבלין,529,70,595,358,351,7,29,7,84,0,145,0,0,1,1,1,0,0,2,0,1,0,5,1,70,0,0,0,0,0,0,1,0,0,0,0,3
2006,אעבלין,529,80,677,375,373,2,53,2,95,0,104,0,0,1,0,0,0,0,9,0,1,0,16,1,80,0,0,0,0,0,0,1,0,0,0,0,10
2006,אעבלין,529,90,703,417,409,8,39,1,101,0,124,0,0,0,1,0,0,0,5,0,0,0,11,0,112,0,0,0,0,1,0,1,1,0,0,0,12
2006,אעבלין,529,100,686,477,458,19,39,0,97,0,175,0,0,0,0,2,0,0,4,0,2,2,28,0,92,0,0,0,1,0,0,0,2,0,0,0,14
2006,עיילבון,530,10,701,579,575,4,24,1,179,0,345,0,0,0,0,1,0,0,13,0,0,1,2,1,3,0,0,0,0,0,3,1,0,1,0,0,0
2006,עיילבון,530,20,767,644,636,8,43,1,200,0,350,0,0,0,0,0,0,0,26,0,0,0,11,0,0,0,0,0,0,2,0,1,1,1,0,0,0
2006,עיילבון,530,30,673,546,542,4,32,5,123,0,321,0,0,0,0,0,0,0,19,0,0,1,21,1,12,6,0,0,0,0,0,0,0,1,0,0,0
2006,עיילבון,530,40,754,575,557,18,37,0,120,0,333,2,0,0,0,0,0,0,21,0,2,2,2,0,33,0,0,0,0,0,0,3,0,0,0,0,2
2006,עראבה,531,10,674,382,375,7,37,1,93,0,111,0,0,0,0,3,0,0,9,0,0,10,1,0,109,0,0,0,0,0,0,1,0,0,0,0,0
2006,עראבה,531,20,700,404,404,0,21,1,118,0,115,0,0,0,1,0,0,0,1,1,0,4,1,0,139,0,0,0,0,0,1,0,1,0,0,0,0
2006,עראבה,531,30,707,366,364,2,18,0,74,0,147,1,0,0,0,0,0,0,5,0,0,1,3,0,113,0,0,0,1,0,0,0,0,1,0,0,0
2006,עראבה,531,40,723,543,543,0,23,0,109,0,288,0,0,0,0,0,0,0,6,0,0,9,6,0,100,0,0,0,0,0,0,0,1,0,0,1,0
2006,עראבה,531,50,736,489,489,0,5,1,66,0,346,0,0,2,2,0,0,0,1,0,0,3,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0
2006,עראבה,531,60,753,444,444,0,4,0,113,0,216,0,0,0,0,0,0,0,3,0,0,1,1,0,103,0,0,0,1,0,0,2,0,0,0,0,0
2006,עראבה,531,70,645,355,355,0,2,2,116,0,145,0,0,0,0,0,0,1,3,0,0,0,1,0,82,1,0,0,0,1,0,1,0,0,0,0,0
2006,עראבה,531,80,732,453,453,0,11,0,100,0,227,0,0,0,0,2,0,0,2,0,0,0,5,0,103,0,0,0,0,0,0,0,0,2,0,0,1
2006,עראבה,531,90,680,430,430,0,23,0,111,0,67,0,0,0,1,0,0,0,25,0,0,0,17,0,183,2,0,0,1,0,0,0,0,0,0,0,0
2006,עראבה,531,100,705,561,561,0,77,0,129,0,110,0,0,0,0,0,0,0,3,0,0,0,5,0,230,2,0,0,0,2,0,2,1,0,0,0,0
2006,עראבה,531,110,713,325,322,3,18,0,73,0,69,0,0,0,0,0,0,0,1,0,0,0,3,0,153,3,0,0,0,0,0,2,0,0,0,0,0
2006,עראבה,531,120,727,434,432,2,7,0,64,0,218,0,0,0,0,0,0,0,8,0,0,1,0,0,133,0,0,0,0,1,0,0,0,0,0,0,0
2006,עראבה,531,130,728,547,546,1,30,0,119,0,205,0,0,0,0,0,0,0,19,0,0,8,6,0,158,0,0,0,0,0,0,0,0,1,0,0,0
2006,עראבה,531,140,689,422,422,0,7,0,138,0,169,0,0,0,0,0,0,0,8,0,2,0,6,0,90,1,0,0,0,0,0,1,0,0,0,0,0
2006,עראבה,531,150,724,494,494,0,5,1,83,0,224,0,0,0,0,0,0,0,10,0,0,1,6,0,155,1,0,0,0,1,0,3,0,1,0,0,3
2006,עין מאהל,532,10,787,498,487,11,85,0,109,0,110,0,0,0,0,0,0,0,20,0,0,3,1,0,153,0,0,0,0,0,1,0,0,0,0,1,4
2006,עין מאהל,532,20,698,449,447,2,88,0,95,0,73,0,0,0,0,0,0,0,12,0,0,0,12,0,163,0,0,1,0,0,1,0,0,0,0,0,2
2006,עין מאהל,532,30,738,521,513,8,93,0,98,0,116,0,0,0,0,0,0,0,27,0,0,0,2,0,173,0,0,0,0,0,0,1,0,0,0,0,3
2006,עין מאהל,532,40,749,483,474,9,36,0,150,0,101,0,0,0,0,0,1,0,9,0,0,18,2,1,142,0,0,0,0,0,1,1,0,1,0,0,11
2006,עין מאהל,532,50,791,494,483,11,30,0,193,0,93,0,0,0,0,0,0,0,6,0,1,11,11,0,129,0,0,0,0,0,0,0,0,1,0,1,7
2006,עין מאהל,532,60,725,457,447,10,32,0,173,0,96,0,0,0,0,0,0,0,5,1,2,8,2,0,118,0,0,0,0,0,1,0,0,0,0,0,9
2006,עין מאהל,532,70,650,330,320,10,67,0,51,0,85,0,0,0,1,0,0,0,10,0,0,1,2,0,100,0,0,0,0,0,0,1,0,0,0,1,1
2006,עין מאהל,532,80,636,364,357,7,40,0,122,0,82,0,0,0,0,0,0,0,9,0,0,8,6,0,87,0,0,0,0,0,0,0,0,1,0,0,2
2006,פסוטה,535,10,707,306,300,6,50,0,118,0,38,0,0,1,0,0,0,0,57,0,5,0,13,0,2,0,0,0,0,0,0,1,0,3,0,0,12
2006,פסוטה,535,20,687,298,296,2,25,0,141,0,65,1,0,0,0,0,0,0,36,0,0,0,17,0,0,1,0,0,0,0,1,0,0,5,0,0,4
2006,פסוטה,535,30,715,355,350,5,32,0,116,0,37,0,0,0,0,0,0,0,84,0,2,0,48,0,3,0,0,0,0,0,2,2,0,2,0,0,22
2006,פקיעין (בוקייעה),536,10,648,441,434,7,92,1,76,0,156,0,0,3,0,0,0,0,29,0,63,3,6,0,0,0,0,0,0,0,0,0,0,1,0,1,3
2006,פקיעין (בוקייעה),536,20,619,537,528,9,178,3,100,0,60,0,0,2,0,0,0,0,89,0,58,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,25
2006,פקיעין (בוקייעה),536,30,629,494,494,0,170,2,127,0,46,0,0,7,0,0,0,0,60,0,21,42,14,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2006,פקיעין (בוקייעה),536,40,677,492,490,2,119,2,131,0,85,0,1,0,0,2,0,0,43,0,62,21,3,2,0,0,0,0,0,0,0,1,1,2,0,0,15
2006,פקיעין (בוקייעה),536,50,692,524,522,2,135,15,86,0,53,1,0,2,0,8,0,0,118,0,47,6,8,0,0,0,0,0,0,0,0,0,0,4,0,0,39
2006,פוריידיס,537,10,712,186,181,5,42,0,34,4,12,0,0,0,0,0,0,0,12,0,0,0,1,0,75,0,0,0,0,0,0,0,0,1,0,0,0
